Subject,RT,Response,Audio,Speaker,Word,Vowel,Tone,Mode,Group,Location,QuadraticTerm,LinearTerm,DF,Endingpoint,Tvalue_min,Duration,Mean_F0,Length,HSKlevel,Gender,Assign
S14,1030.7,Tone 2,normal031_拔-a-Tone_2.mp3,speaker031,拔,a,Tone 2,normal,learner,8,0.004437234,-0.071549637,1.975975336,1.625476655,0.377283592,0.356,89.4495111,5,5,0,0
S14,1181.7,Tone 2,normal031_五-u-Tone_3.mp3,speaker031,五,u,Tone 3,normal,learner,10,0.007047994,-0.122852578,2.293911696,1.534577956,0.840703854,0.391,95.2832754,5,5,0,0
S14,918.5999999,Tone 2,normal031_无-u-Tone_2.mp3,speaker031,无,u,Tone 2,normal,learner,1,0.007047994,-0.122852578,2.104417427,3.180122287,1.479380123,0.328,104.4900259,5,5,0,0
S14,1535.4,Tone 2,normal027_敌-i-Tone_2.mp3,speaker027,敌,i,Tone 2,normal,learner,6,0.007824557,-0.189586357,2.592698734,1.930870562,1.290302195,0.312,108.2392162,5,5,0,0
S14,1582,Tone 2,normal031_雨-y-Tone_3.mp3,speaker031,雨,y,Tone 3,normal,learner,10,0.007047994,-0.122852578,2.426057065,1.013585104,0.395317766,0.383,88.75860317,5,5,0,0
S14,2029.6,Tone 3,normal032_渴-e-Tone_3.mp3,speaker032,渴,e,Tone 3,normal,learner,9,0.013958497,-0.469777545,2.264509382,0.631167859,0.120353591,0.317,134.321761,5,5,0,1
S14,5830.8,Tone 2,normal032_敌-i-Tone_2.mp3,speaker032,敌,i,Tone 2,normal,learner,1,0.013958497,-0.469777545,2.102610463,1.747592608,0.303916964,0.212,152.8028971,5,5,0,0
S14,1040.3,Tone 2,normal032_五-u-Tone_3.mp3,speaker032,五,u,Tone 3,normal,learner,7,0.013958497,-0.469777545,2.148109199,0.703786505,0.252329829,0.332,141.3344437,5,5,0,0
S14,848.40000010000006,Tone 2,normal027_无-u-Tone_2.mp3,speaker027,无,u,Tone 2,normal,learner,10,0.007824557,-0.189586357,2.608153849,1.907729204,1.267287038,0.397,105.1612526,5,5,0,0
S14,1348.6,Tone 2,normal031_咳-e-Tone_2.mp3,speaker031,咳,e,Tone 2,normal,learner,10,0.007047994,-0.122852578,2.175211026,2.748166877,1.240775589,0.31,100.1957262,5,5,0,0
S14,835.3,Tone 2,normal032_雨-y-Tone_3.mp3,speaker032,雨,y,Tone 3,normal,learner,10,0.013958497,-0.469777545,2.138785003,0.785998407,0.262901739,0.398,143.9031404,5,5,0,0
S14,945.90000010000006,Tone 3,normal031_把-a-Tone_3.mp3,speaker031,把,a,Tone 3,normal,learner,3,0.007047994,-0.122852578,2.503665506,0.193793732,0.133744316,0.451,83.42652848,5,5,0,1
S14,1212.8,Tone 2,normal027_拔-a-Tone_2.mp3,speaker027,拔,a,Tone 2,normal,learner,12,0.007824557,-0.189586357,2.809955499,1.744878698,0.96677185,0.293,93.4582637,5,5,0,0
S14,1101.3,Tone 2,normal032_咳-e-Tone_2.mp3,speaker032,咳,e,Tone 2,normal,learner,6,0.013958497,-0.469777545,1.976365478,1.315877574,0.447055382,0.188,152.6612811,5,5,0,0
S14,981.5999999,Tone 2,normal033_无-u-Tone_2.mp3,speaker033,无,u,Tone 2,normal,learner,12,0.007319487,-0.143243322,1.655763149,2.660298182,0.849016909,0.378,139.7528253,5,5,0,0
S14,1147.5,Tone 2,normal033_鱼-y-Tone_2.mp3,speaker033,鱼,y,Tone 2,normal,learner,9,0.007319487,-0.143243322,1.804346917,2.208552477,0.731719103,0.315,134.6891964,5,5,0,0
S14,1072.6,Tone 3,normal033_把-a-Tone_3.mp3,speaker033,把,a,Tone 3,normal,learner,1,0.007319487,-0.143243322,2.465553046,0.882115202,0.209737265,0.408,107.7962221,5,5,0,1
S14,1192.5,Tone 3,normal033_渴-e-Tone_3.mp3,speaker033,渴,e,Tone 3,normal,learner,4,0.007319487,-0.143243322,2.063185981,0.922576465,0.527381478,0.432,108.8237184,5,5,0,1
S14,1079.5,Tone 2,normal033_拔-a-Tone_2.mp3,speaker033,拔,a,Tone 2,normal,learner,10,0.007319487,-0.143243322,1.928081902,0.953860427,0.634037893,0.26,111.2376865,5,5,0,0
S14,1296.9,Tone 3,normal033_五-u-Tone_3.mp3,speaker033,五,u,Tone 3,normal,learner,12,0.007319487,-0.143243322,2.119315168,1.07718916,0.483070915,0.484,107.3259666,5,5,0,1
S14,939.1000001,Tone 2,normal033_咳-e-Tone_2.mp3,speaker033,咳,e,Tone 2,normal,learner,1,0.007319487,-0.143243322,1.83598628,1.662945822,0.70674176,0.25,121.2750362,5,5,0,0
S14,1071.3,Tone 2,normal033_敌-i-Tone_2.mp3,speaker033,敌,i,Tone 2,normal,learner,1,0.007319487,-0.143243322,1.747747764,2.004546152,0.776400676,0.302,131.3014542,5,5,0,0
S14,1642.2,Tone 3,normal033_雨-y-Tone_3.mp3,speaker033,雨,y,Tone 3,normal,learner,10,0.007319487,-0.143243322,2.174894592,1.219060457,0.439194355,0.488,108.9612793,5,5,0,1
S14,1131.7,Tone 2,normal033_底-i-Tone_3.mp3,speaker033,底,i,Tone 3,normal,learner,10,0.007319487,-0.143243322,2.215185509,1.378712955,0.407387138,0.433,108.3620273,5,5,0,0
S15,3149.8,Tone 3,loud001_拔-a-Tone_2.mp3,speaker001,拔,a,Tone 2,loud,learner,7,0.010180158,-0.216025447,0.787124305,2.882301268,1.313671952,0.242,223.3060233,3,5,0,1
S15,4346.6,Tone 2,loud001_鱼-y-Tone_2.mp3,speaker001,鱼,y,Tone 2,loud,learner,6,0.010180158,-0.216025447,0.323936673,3.144330581,1.776859584,0.262,261.3258609,3,5,0,0
S15,1791.6,Tone 2,loud003_把-a-Tone_3.mp3,speaker003,把,a,Tone 3,loud,learner,12,0.018803786,-0.378383701,-0.008691605,2.865974594,1.983804435,0.431,276.0738281,3,5,0,0
S15,2402.2,Tone 3,loud001_底-i-Tone_3.mp3,speaker001,底,i,Tone 3,loud,learner,14,0.010180158,-0.216025447,1.113889734,5,0.986906524,0.49,220.5033047,3,5,0,1
S15,1881.7,Tone 3,loud001_雨-y-Tone_3.mp3,speaker001,雨,y,Tone 3,loud,learner,14,0.010180158,-0.216025447,0.922187218,2.51769687,1.178609039,0.489,201.3164593,3,5,0,1
S15,2534.8,Tone 3,loud006_底-i-Tone_3.mp3,speaker006,底,i,Tone 3,loud,learner,11,0.007692007,-0.076756371,-0.188893029,3.064266083,1.812518129,0.506,257.1699355,3,5,0,1
S15,3898.3,Tone 2,loud001_敌-i-Tone_2.mp3,speaker001,敌,i,Tone 2,loud,learner,6,0.010180158,-0.216025447,0.260042792,2.925140355,1.840753465,0.251,258.5195128,3,5,0,0
S15,2087.9,Tone 3,loud003_雨-y-Tone_3.mp3,speaker003,雨,y,Tone 3,loud,learner,15,0.018803786,-0.378383701,0.713189028,2.61347241,1.409382345,0.618,246.5003783,3,5,0,1
S15,4608.2,Tone 2,loud003_敌-i-Tone_2.mp3,speaker003,敌,i,Tone 2,loud,learner,1,0.018803786,-0.378383701,-0.794114351,3.550429734,2.608788893,0.343,377.1531531,3,5,0,0
S15,1301.5,Tone 2,loud006_把-a-Tone_3.mp3,speaker006,把,a,Tone 3,loud,learner,11,0.007692007,-0.076756371,0.106457708,2.661024517,1.51906145,0.48,238.7319037,3,5,0,0
S15,4209.6,Tone 2,loud003_鱼-y-Tone_2.mp3,speaker003,鱼,y,Tone 2,loud,learner,1,0.018803786,-0.378383701,-0.365073074,4.545317392,2.2673878689999998,0.415,399.2727266,3,5,0,0
S15,1037.5,Tone 2,loud006_五-u-Tone_3.mp3,speaker006,五,u,Tone 3,loud,learner,11,0.007692007,-0.076756371,-0.670190997,3.936552489,2.290729577,0.623,299.0131125,3,5,0,0
S15,2360.1,Tone 3,loud001_把-a-Tone_3.mp3,speaker001,把,a,Tone 3,loud,learner,11,0.010180158,-0.216025447,1.921831425,1.94333114,0.178964832,0.489,174.1147517,3,5,0,1
S15,2821.5,Tone 2,loud001_无-u-Tone_2.mp3,speaker001,无,u,Tone 2,loud,learner,4,0.010180158,-0.216025447,0.189935214,2.979233756,1.910861043,0.242,267.6822582,3,5,0,0
S15,3259.4,Tone 2,loud006_咳-e-Tone_2.mp3,speaker006,咳,e,Tone 2,loud,learner,7,0.007692007,-0.076756371,-0.971752897,4.470617768,2.590357588,0.443,336.8438475,3,5,0,0
S15,1937.4,Tone 3,loud003_底-i-Tone_3.mp3,speaker003,底,i,Tone 3,loud,learner,11,0.018803786,-0.378383701,-0.680887818,3.722873782,2.518691142,0.504,350.7695259,3,5,0,1
S15,2211.5,Tone 3,loud001_渴-e-Tone_3.mp3,speaker001,渴,e,Tone 3,loud,learner,11,0.010180158,-0.216025447,1.211727019,2.131775634,0.889069238,0.444,193.2798475,3,5,0,1
S15,1704,Tone 3,loud006_拔-a-Tone_2.mp3,speaker006,拔,a,Tone 2,loud,learner,1,0.007692007,-0.076756371,-0.238056796,3.984170673,1.861366614,0.396,293.1744979,3,5,0,1
S15,2233.8,Tone 2,loud001_咳-e-Tone_2.mp3,speaker001,咳,e,Tone 2,loud,learner,6,0.010180158,-0.216025447,0.284903617,2.581682878,1.815892641,0.207,242.0103733,3,5,0,0
S15,1878.1,Tone 3,loud006_敌-i-Tone_2.mp3,speaker006,敌,i,Tone 2,loud,learner,9,0.007692007,-0.076756371,-0.83221151,3.98416928,2.451711067,0.421,313.6788465,3,5,0,1
S15,1525,Tone 3,loud001_五-u-Tone_3.mp3,speaker001,五,u,Tone 3,loud,learner,13,0.010180158,-0.216025447,0.986179176,2.2088583,1.114617081,0.508,206.1853593,3,5,0,1
S15,1872,Tone 3,loud003_渴-e-Tone_3.mp3,speaker003,渴,e,Tone 3,loud,learner,11,0.018803786,-0.378383701,0.307469383,3.177107236,1.732225646,0.493,278.2104,3,5,0,1
S15,1565.9,Tone 2,loud003_五-u-Tone_3.mp3,speaker003,五,u,Tone 3,loud,learner,5,0.018803786,-0.378383701,-0.50893062,3.617521686,2.381859637,0.345,342.5589355,3,5,0,0
S15,2032,Tone 3,loud007_底-i-Tone_3.mp3,speaker007,底,i,Tone 3,loud,learner,8,0.026350792,-0.478999168,0.51813997,2.486662038,2.027964219,0.523,241.17915730000001,3,5,0,1
S15,1937.7,Tone 2,loud008_咳-e-Tone_2.mp3,speaker008,咳,e,Tone 2,loud,learner,8,0.01361973,-0.279186217,1.385862807,4.15481596,2.620179006,0.334,142.8702036,3,5,0,0
S15,1121.3,Tone 2,loud008_敌-i-Tone_2.mp3,speaker008,敌,i,Tone 2,loud,learner,5,0.01361973,-0.279186217,1.106782236,4.567791805,3.36520583,0.348,164.1790465,3,5,0,0
S15,1730.9,Tone 2,loud008_鱼-y-Tone_2.mp3,speaker008,鱼,y,Tone 2,loud,learner,12,0.005364337,-0.085249935,1.487226429,4.751297794,3.215954641,0.413,155.034475,3,5,0,0
S15,1062.5,Tone 2,loud009_五-u-Tone_3.mp3,speaker009,五,u,Tone 3,loud,learner,13,0.00401111,0.00324491,0.255002857,3.644925498,1.321377681,0.544,263.9617608,3,5,0,0
S15,968.6,Tone 2,loud007_渴-e-Tone_3.mp3,speaker007,渴,e,Tone 3,loud,learner,11,0.026350792,-0.478999168,0.671629003,2.325766724,1.832185072,0.482,232.122232,3,5,0,0
S15,1919.8,Tone 2,loud007_鱼-y-Tone_2.mp3,speaker007,鱼,y,Tone 2,loud,learner,1,0.01361973,-0.279186217,0.240058843,4.962838314,2.091487011,0.431,276.8769226,3,5,0,0
S15,893.5,Tone 2,loud007_无-u-Tone_2.mp3,speaker007,无,u,Tone 2,loud,learner,1,0.026350792,-0.478999168,0.25671683,4.989957397,2.361416051,0.417,292.5915108,3,5,0,0
S15,2037.9,Tone 3,loud008_无-u-Tone_2.mp3,speaker008,无,u,Tone 2,loud,learner,1,0.005364337,-0.085249935,1.659860774,5,2.755094117,0.449,151.4347048,3,5,0,1
S15,1291.9,Tone 3,loud007_把-a-Tone_3.mp3,speaker007,把,a,Tone 3,loud,learner,10,0.026350792,-0.478999168,1.078783646,2.643467232,1.312849019,0.484,204.1320785,3,5,0,1
S15,2025,Tone 2,loud006_渴-e-Tone_3.mp3,speaker006,渴,e,Tone 3,loud,learner,12,0.007692007,-0.076756371,-0.559334977,3.590722945,2.180584466,0.542,295.6107377,3,5,0,0
S15,694.3,Tone 2,loud008_拔-a-Tone_2.mp3,speaker008,拔,a,Tone 2,loud,learner,13,0.01361973,-0.279186217,1.564376607,2.255795584,2.143622829,0.354,145.986001,3,5,0,0
S15,508.2,Tone 2,loud007_咳-e-Tone_2.mp3,speaker007,咳,e,Tone 2,loud,learner,7,0.026350792,-0.478999168,0.059689366,3.80656463,2.612729568,0.378,272.6705882,3,5,0,0
S15,1683.2,Tone 2,loud006_雨-y-Tone_3.mp3,speaker006,雨,y,Tone 3,loud,learner,9,0.007692007,-0.076756371,-0.595814097,3.714580795,2.216829649,0.6,300.1250538,3,5,0,0
S15,718.4,Tone 2,loud007_敌-i-Tone_2.mp3,speaker007,敌,i,Tone 2,loud,learner,10,0.026350792,-0.478999168,0.366873453,3.899269795,2.22090849,0.377,248.3487546,3,5,0,0
S15,648.8,Tone 2,loud007_拔-a-Tone_2.mp3,speaker007,拔,a,Tone 2,loud,learner,6,0.026350792,-0.478999168,0.620918977,3.072283158,1.896866994,0.403,222.417189,3,5,0,0
S15,1324.5,Tone 2,loud008_底-i-Tone_3.mp3,speaker008,底,i,Tone 3,loud,learner,10,0.01361973,-0.279186217,1.592242674,2.990855764,2.069232244,0.481,128.03104,3,5,0,0
S15,1107.9,Tone 2,loud006_无-u-Tone_2.mp3,speaker006,无,u,Tone 2,loud,learner,1,0.007692007,-0.076756371,-0.965820046,4.191130713,2.584462783,0.415,326.903639,3,5,0,0
S15,2136,Tone 2,loud008_五-u-Tone_3.mp3,speaker008,五,u,Tone 3,loud,learner,12,0.005364337,-0.085249935,1.618878565,4.648964494,2.864499243,0.479,152.1086035,3,5,0,0
S15,2421.6,Tone 2,loud008_渴-e-Tone_3.mp3,speaker008,渴,e,Tone 3,loud,learner,9,0.005364337,-0.085249935,2.008825369,3.120412629,1.823506572,0.421,128.9195502,3,5,0,0
S15,850.6,Tone 2,loud007_雨-y-Tone_3.mp3,speaker007,雨,y,Tone 3,loud,learner,9,0.01361973,-0.279186217,0.609867505,2.231175071,1.619786702,0.571,220.8751402,3,5,0,0
S15,3484.2,Tone 2,loud006_鱼-y-Tone_2.mp3,speaker006,鱼,y,Tone 2,loud,learner,1,0.007692007,-0.076756371,-0.520728645,5,2.142225713,0.617,337.0239616,3,5,0,0
S15,957.0999999,Tone 2,loud008_雨-y-Tone_3.mp3,speaker008,雨,y,Tone 3,loud,learner,9,0.005364337,-0.085249935,1.739556746,4.044563818,2.542339654,0.417,141.4917697,3,5,0,0
S15,1025,Tone 2,loud008_把-a-Tone_3.mp3,speaker008,把,a,Tone 3,loud,learner,9,0.01361973,-0.279186217,1.598222124,3.465503286,2.053269645,0.469,133.4727723,3,5,0,0
S15,799.4,Tone 2,loud007_五-u-Tone_3.mp3,speaker007,五,u,Tone 3,loud,learner,10,0.01361973,-0.279186217,0.698071878,2.096180256,1.507279792,0.492,206.0618973,3,5,0,0
S15,1742,Tone 3,loud013_把-a-Tone_3.mp3,speaker013,把,a,Tone 3,loud,learner,9,0.011498732,-0.204874096,1.707473558,1.829410989,1.094871986,0.594,145.1621572,3,5,0,1
S15,5003.6,Tone 2,loud013_敌-i-Tone_2.mp3,speaker013,敌,i,Tone 2,loud,learner,1,0.011498732,-0.204874096,1.236541667,4.957920422,1.984056254,0.364,186.6450199,3,5,0,0
S15,1563.1,Tone 3,loud009_底-i-Tone_3.mp3,speaker009,底,i,Tone 3,loud,learner,13,0.00401111,0.00324491,0.446841562,2.714000146,1.088092669,0.509,244.5768289,3,5,0,1
S15,3661.5,Tone 3,loud011_拔-a-Tone_2.mp3,speaker011,拔,a,Tone 2,loud,learner,10,0.007531449,-0.082714379,0.874441281,3.773827532,1.983009099,0.33,230.8166944,3,5,0,1
S15,5523.4,Tone 3,loud011_底-i-Tone_3.mp3,speaker011,底,i,Tone 3,loud,learner,12,0.007531449,-0.082714379,1.137913088,3.798157881,1.65901055,0.556,234.3665387,3,5,0,1
S15,2008.3,Tone 3,loud009_咳-e-Tone_2.mp3,speaker009,咳,e,Tone 2,loud,learner,9,0.00401111,0.00324491,-0.234027138,3.977042314,1.916061473,0.301,286.8518596,3,5,0,1
S15,1940.4,Tone 3,loud009_鱼-y-Tone_2.mp3,speaker009,鱼,y,Tone 2,loud,learner,1,0.00401111,0.00324491,-0.339432007,4.997279411,2.044238819,0.452,324.0186602,3,5,0,1
S15,1580.2,Tone 3,loud011_敌-i-Tone_2.mp3,speaker011,敌,i,Tone 2,loud,learner,7,0.007531449,-0.082714379,0.865281458,3.442952671,1.994273186,0.337,229.1950221,3,5,0,1
S15,1710.5,Tone 2,loud011_鱼-y-Tone_2.mp3,speaker011,鱼,y,Tone 2,loud,learner,1,0.007531449,-0.082714379,0.87243447,4.6777412,1.98547693,0.395,272.8051494,3,5,0,0
S15,1455.2,Tone 3,loud011_五-u-Tone_3.mp3,speaker011,五,u,Tone 3,loud,learner,13,0.007531449,-0.082714379,0.975942424,3.537472735,1.858190344,0.535,234.5625431,3,5,0,1
S15,1413.3,Tone 3,loud013_五-u-Tone_3.mp3,speaker013,五,u,Tone 3,loud,learner,12,0.005542185,-0.093890355,0.909671829,2.740391215,1.938324821,0.699,172.2687454,3,5,0,1
S15,1608.3,Tone 2,loud013_咳-e-Tone_2.mp3,speaker013,咳,e,Tone 2,loud,learner,1,0.011498732,-0.204874096,1.261940726,4.020408185,1.936099332,0.305,178.8358395,3,5,0,0
S15,867,Tone 2,loud011_咳-e-Tone_2.mp3,speaker011,咳,e,Tone 2,loud,learner,12,0.007531449,-0.082714379,0.984561515,3.406599249,1.84759121,0.322,213.1757814,3,5,0,0
S15,2865.3,Tone 2,loud009_无-u-Tone_2.mp3,speaker009,无,u,Tone 2,loud,learner,6,0.00401111,0.00324491,-0.415148493,4.772247047,2.136313677,0.403,327.1131729,3,5,0,0
S15,863.6,Tone 2,loud011_把-a-Tone_3.mp3,speaker011,把,a,Tone 3,loud,learner,12,0.007531449,-0.082714379,1.495100551,3.017685849,1.219767275,0.507,204.4502359,3,5,0,0
S15,2170.2,Tone 3,loud013_拔-a-Tone_2.mp3,speaker013,拔,a,Tone 2,loud,learner,1,0.011498732,-0.204874096,1.298501576,4.135367221,1.867067412,0.369,171.3101511,3,5,0,1
S15,1002.7,Tone 2,loud011_无-u-Tone_2.mp3,speaker011,无,u,Tone 2,loud,learner,8,0.007531449,-0.082714379,0.209977892,4.966758107,2.800118056,0.402,296.343287,3,5,0,0
S15,2153.5,Tone 2,loud011_渴-e-Tone_3.mp3,speaker011,渴,e,Tone 3,loud,learner,11,0.007531449,-0.082714379,1.32552869,3.616201025,1.42829447,0.466,224.2481295,3,5,0,0
S15,4211.4,Tone 3,loud009_把-a-Tone_3.mp3,speaker009,把,a,Tone 3,loud,learner,12,0.00401111,0.00324491,0.383577312,3.30188594,1.165025013,0.529,249.5574145,3,5,0,1
S15,2522.9,Tone 3,loud009_渴-e-Tone_3.mp3,speaker009,渴,e,Tone 3,loud,learner,13,0.00401111,0.00324491,0.39090426,2.941230737,1.156115095,0.498,258.9207687,3,5,0,1
S15,6689.9,Tone 2,loud009_敌-i-Tone_2.mp3,speaker009,敌,i,Tone 2,loud,learner,6,0.00401111,0.00324491,-0.396498378,4.154012756,2.113634247,0.446,311.4401738,3,5,0,0
S15,1061,Tone 2,loud011_雨-y-Tone_3.mp3,speaker011,雨,y,Tone 3,loud,learner,12,0.007531449,-0.082714379,0.938003117,3.745257835,1.904845356,0.556,241.9895212,3,5,0,0
S15,1379.2,Tone 3,loud013_底-i-Tone_3.mp3,speaker013,底,i,Tone 3,loud,learner,10,0.011498732,-0.204874096,1.742696645,1.028365947,1.028365947,0.671,139.8979969,3,5,0,1
S15,1896.3,Tone 2,loud009_拔-a-Tone_2.mp3,speaker009,拔,a,Tone 2,loud,learner,8,0.005364337,-0.085249935,0.243197101,3.945625485,1.787056899,0.398,290.305989,3,5,0,0
S15,4079.9,Tone 3,loud009_雨-y-Tone_3.mp3,speaker009,雨,y,Tone 3,loud,learner,13,0.00401111,0.00324491,0.35009592,3.158708511,1.205739982,0.516,256.0259979,3,5,0,1
S15,1802.8,Tone 2,loud013_无-u-Tone_2.mp3,speaker013,无,u,Tone 2,loud,learner,1,0.005542185,-0.093890355,1.034353544,4.4234999759999996,1.702908571,0.433,173.7688137,3,5,0,0
S15,1530.4,Tone 2,loud019_拔-a-Tone_2.mp3,speaker019,拔,a,Tone 2,loud,learner,9,0.007184905,-0.162558023,0.054011728,3.96509524,2.521996126,0.379,223.3991327,3,5,0,0
S15,2222,Tone 2,loud014_无-u-Tone_2.mp3,speaker014,无,u,Tone 2,loud,learner,3,0.008699507,-0.171134143,0.690284246,4.114659004,1.975353311,0.376,173.0286075,3,5,0,0
S15,2023.8,Tone 3,loud019_鱼-y-Tone_2.mp3,speaker019,鱼,y,Tone 2,loud,learner,13,0.006571484,-0.064138306,-0.302474745,5,2.986430542,0.377,244.1297948,3,5,0,1
S15,3087.7,Tone 2,loud018_敌-i-Tone_2.mp3,speaker018,敌,i,Tone 2,loud,learner,1,0.002780042,-0.026076429,1.404816672,3.099187381,0.969991787,0.249,150.5019379,3,5,0,0
S15,1639.6,Tone 3,loud013_雨-y-Tone_3.mp3,speaker013,雨,y,Tone 3,loud,learner,12,0.005542185,-0.093890355,0.932347034,2.854971162,1.895510912,0.711,169.5904048,3,5,0,1
S15,2353.3,Tone 2,loud018_咳-e-Tone_2.mp3,speaker018,咳,e,Tone 2,loud,learner,4,0.002780042,-0.026076429,1.226727399,2.391938196,1.292952732,0.214,153.4020388,3,5,0,0
S15,1058.5,Tone 2,loud018_五-u-Tone_3.mp3,speaker018,五,u,Tone 3,loud,learner,12,0.007184905,-0.162558023,1.628752911,1.797291967,0.336890708,0.424,109.322801,3,5,0,0
S15,1334.4,Tone 3,loud018_拔-a-Tone_2.mp3,speaker018,拔,a,Tone 2,loud,learner,1,0.002780042,-0.026076429,1.536430886,2.885984553,0.731312329,0.28,140.3336456,3,5,0,1
S15,1128.2,Tone 2,loud018_鱼-y-Tone_2.mp3,speaker018,鱼,y,Tone 2,loud,learner,3,0.007184905,-0.162558023,1.340354357,2.810688166,0.859895087,0.304,167.1164652,3,5,0,0
S15,2970,Tone 3,loud019_无-u-Tone_2.mp3,speaker019,无,u,Tone 2,loud,learner,7,0.006571484,-0.064138306,-0.279363177,3.830550066,2.948240119,0.378,238.2202812,3,5,0,1
S15,1296.4,Tone 2,loud019_把-a-Tone_3.mp3,speaker019,把,a,Tone 3,loud,learner,11,0.006571484,-0.064138306,0.807004134,2.718223532,1.153085984,0.452,186.2763036,3,5,0,0
S15,1726.8,Tone 3,loud014_敌-i-Tone_2.mp3,speaker014,敌,i,Tone 2,loud,learner,4,0.008699507,-0.171134143,0.72968865,3.715883058,1.89476886,0.352,160.8722787,3,5,0,1
S15,1394.9,Tone 2,loud019_底-i-Tone_3.mp3,speaker019,底,i,Tone 3,loud,learner,10,0.006571484,-0.064138306,0.366341018,3.392345389,1.881254262,0.407,208.1888237,3,5,0,0
S15,713,Tone 2,loud013_渴-e-Tone_3.mp3,speaker013,渴,e,Tone 3,loud,learner,10,0.005542185,-0.093890355,1.226308935,2.046561301,1.340470357,0.613,149.7475998,3,5,0,0
S15,940.1,Tone 2,loud014_五-u-Tone_3.mp3,speaker014,五,u,Tone 3,loud,learner,12,0.008699507,-0.171134143,0.993154872,3.185055144,1.355964088,0.418,130.7033701,3,5,0,0
S15,1099.7,Tone 2,loud014_鱼-y-Tone_2.mp3,speaker014,鱼,y,Tone 2,loud,learner,1,0.008699507,-0.171134143,0.711774008,4.513356549,1.931405414,0.354,171.1028961,3,5,0,0
S15,2778.6,Tone 2,loud019_咳-e-Tone_2.mp3,speaker019,咳,e,Tone 2,loud,learner,12,0.006571484,-0.064138306,-0.125288688,4.004584082,2.693641649,0.348,225.7529447,3,5,0,0
S15,1289.1,Tone 3,loud018_底-i-Tone_3.mp3,speaker018,底,i,Tone 3,loud,learner,12,0.002780042,-0.026076429,1.793832095,1.681814474,0.264520946,0.413,108.3927483,3,5,0,1
S15,1192.2,Tone 2,loud013_鱼-y-Tone_2.mp3,speaker013,鱼,y,Tone 2,loud,learner,6,0.005542185,-0.093890355,0.937088653,4.596729341,1.886558082,0.39,188.298156,3,5,0,0
S15,2061.4,Tone 3,loud019_敌-i-Tone_2.mp3,speaker019,敌,i,Tone 2,loud,learner,8,0.006571484,-0.064138306,-0.258017976,4.494627911,2.912968508,0.377,242.5617266,3,5,0,1
S15,3649.5,Tone 3,loud014_咳-e-Tone_2.mp3,speaker014,咳,e,Tone 2,loud,learner,7,0.008699507,-0.171134143,0.512618986,3.816857475,2.338689791,0.275,170.9470218,3,5,0,1
S15,840.1999999,Tone 2,loud014_渴-e-Tone_3.mp3,speaker014,渴,e,Tone 3,loud,learner,10,0.008699507,-0.171134143,1.095564711,2.86481181,1.146529613,0.396,127.7827571,3,5,0,0
S15,2214.9,Tone 3,loud014_拔-a-Tone_2.mp3,speaker014,拔,a,Tone 2,loud,learner,1,0.005542185,-0.093890355,1.064477283,4.96995154,2.003322264,0.29,174.4631028,3,5,0,1
S15,1392.6,Tone 2,loud014_雨-y-Tone_3.mp3,speaker014,雨,y,Tone 3,loud,learner,11,0.008699507,-0.171134143,1.029293523,3.1516,1.282058306,0.472,132.3867671,3,5,0,0
S15,1853.4,Tone 3,loud018_雨-y-Tone_3.mp3,speaker018,雨,y,Tone 3,loud,learner,11,0.007184905,-0.162558023,1.613870786,2.016735226,0.363879112,0.389,111.6676499,3,5,0,1
S15,1231.6,Tone 2,loud018_把-a-Tone_3.mp3,speaker018,把,a,Tone 3,loud,learner,13,0.002780042,-0.026076429,1.735828955,1.64173803,0.369708355,0.402,110.7363767,3,5,0,0
S15,1181.2,Tone 2,loud014_把-a-Tone_3.mp3,speaker014,把,a,Tone 3,loud,learner,10,0.008699507,-0.171134143,1.110390711,2.695906774,1.116209523,0.407,123.8297818,3,5,0,0
S15,1866.2,Tone 3,loud014_底-i-Tone_3.mp3,speaker014,底,i,Tone 3,loud,learner,12,0.008699507,-0.171134143,1.044420439,3.283318221,1.251122823,0.42,133.8613792,3,5,0,1
S15,3294.9,Tone 3,loud019_五-u-Tone_3.mp3,speaker019,五,u,Tone 3,loud,learner,13,0.006571484,-0.064138306,0.260663682,2.981223622,2.05587946,0.447,198.0477993,3,5,0,1
S15,2135,Tone 3,loud019_雨-y-Tone_3.mp3,speaker019,雨,y,Tone 3,loud,learner,13,0.006571484,-0.064138306,0.328701331,3.924734818,1.943451494,0.549,210.327173,3,5,0,1
S15,2913.3,Tone 3,loud019_渴-e-Tone_3.mp3,speaker019,渴,e,Tone 3,loud,learner,10,0.006571484,-0.064138306,0.37115974,3.244496978,1.873291626,0.397,201.8932966,3,5,0,1
S15,1658.6,Tone 3,loud023_底-i-Tone_3.mp3,speaker023,底,i,Tone 3,loud,learner,8,0.006429356,-0.051767919,2.362305984,3.088707552,2.09491252,0.453,141.4494415,3,5,0,1
S15,629.9,Tone 2,loud024_五-u-Tone_3.mp3,speaker024,五,u,Tone 3,loud,learner,12,0.008099245,-0.057836014,1.155044478,3.178493244,1.532032287,0.541,163.3892665,3,5,0,0
S15,1225.4,Tone 3,loud023_雨-y-Tone_3.mp3,speaker023,雨,y,Tone 3,loud,learner,10,0.017777038,-0.426905758,4.561823695,2.958406739,0.984982539,0.525,123.7759982,3,5,0,1
